4.641589e-01 2.700715e-01
1.131663e-01 8.103123e-02
1.119885e-01 3.517023e-02
1.082200e-01 1.645345e-02
1.020839e-01 9.658822e-03
1.017960e-01 6.319452e-03
1.043137e-01 4.943203e-03
1.034978e-01 4.662175e-03
1.085883e-01 4.440993e-03
1.059420e-01 4.488410e-03
8.450696e-02 2.895981e-03
8.349471e-02 2.566133e-03
8.408619e-02 2.468313e-03
8.373913e-02 2.385401e-03
8.761188e-02 2.387785e-03
8.521569e-02 2.323335e-03
8.507553e-02 2.395383e-03
8.712633e-02 2.322000e-03
8.706878e-02 2.316665e-03
8.691606e-02 2.317893e-03
6.806668e-02 1.425461e-03
6.805238e-02 1.333839e-03
6.818876e-02 1.328275e-03
6.986806e-02 1.331149e-03
6.850149e-02 1.319480e-03
6.960006e-02 1.324784e-03
7.173487e-02 1.346817e-03
6.982839e-02 1.332266e-03
7.070590e-02 1.343193e-03
7.108483e-02 1.341110e-03
5.473572e-02 8.038427e-04
5.586053e-02 7.920875e-04
5.483180e-02 7.882422e-04
5.591581e-02 7.919970e-04
5.635267e-02 7.902280e-04
5.702737e-02 7.971456e-04
5.696757e-02 7.950914e-04
5.558098e-02 7.857990e-04
5.722975e-02 7.917386e-04
5.716197e-02 7.910710e-04
4.468853e-02 4.806416e-04
4.406302e-02 4.733435e-04
4.490870e-02 4.773996e-04
4.498079e-02 4.791865e-04
4.497397e-02 4.789795e-04
4.503825e-02 4.797532e-04
4.540910e-02 4.815647e-04
4.512637e-02 4.800731e-04
4.569033e-02 4.835754e-04
4.539069e-02 4.808841e-04
3.482794e-02 2.887424e-04
3.524119e-02 2.895553e-04
3.582122e-02 2.920260e-04
3.605924e-02 2.939082e-04
3.582835e-02 2.923259e-04
3.599075e-02 2.922933e-04
3.624544e-02 2.941637e-04
3.628984e-02 2.946493e-04
3.588179e-02 2.933577e-04
3.597399e-02 2.929101e-04
2.786384e-02 1.776081e-04
2.843982e-02 1.805314e-04
2.833870e-02 1.807244e-04
2.878173e-02 1.819500e-04
2.881866e-02 1.824721e-04
2.868720e-02 1.821415e-04
2.874682e-02 1.822448e-04
2.876095e-02 1.816713e-04
2.872183e-02 1.816594e-04
2.900568e-02 1.823744e-04
2.215219e-02 1.105538e-04
2.257097e-02 1.120133e-04
2.279545e-02 1.130945e-04
2.282749e-02 1.133636e-04
2.291652e-02 1.135798e-04
2.298570e-02 1.137382e-04
2.288507e-02 1.134995e-04
2.299790e-02 1.137101e-04
2.317362e-02 1.141420e-04
2.324169e-02 1.141816e-04
1.765900e-02 6.743286e-05
1.796527e-02 6.735792e-05
1.804412e-02 6.699777e-05
1.819959e-02 6.628450e-05
1.812124e-02 6.488420e-05
1.813785e-02 6.292989e-05
1.821468e-02 6.013646e-05
1.818721e-02 5.485050e-05
1.835481e-02 4.699052e-05
1.832671e-02 3.788001e-17
