4.641589e-01 4.035933e-01
1.073208e-01 5.633873e-02
1.079471e-01 2.192163e-02
1.037283e-01 1.578794e-02
1.041171e-01 1.439752e-02
1.066225e-01 1.452374e-02
1.031936e-01 1.453361e-02
1.057745e-01 1.437817e-02
1.010552e-01 1.440218e-02
1.030053e-01 1.473612e-02
8.191984e-02 9.123003e-03
8.555230e-02 8.883753e-03
8.252927e-02 8.867170e-03
8.504063e-02 8.760197e-03
8.428711e-02 8.851652e-03
8.557017e-02 8.910694e-03
8.516302e-02 8.786835e-03
8.682115e-02 8.733300e-03
8.693509e-02 8.746506e-03
8.609482e-02 8.776905e-03
6.685871e-02 5.654814e-03
6.786044e-02 5.505336e-03
6.850149e-02 5.402437e-03
6.988395e-02 5.411258e-03
6.909894e-02 5.358111e-03
6.884997e-02 5.399697e-03
6.955319e-02 5.356381e-03
6.883499e-02 5.299651e-03
6.857504e-02 5.352013e-03
6.819596e-02 5.396176e-03
5.453966e-02 3.320806e-03
5.510262e-02 3.237186e-03
5.467303e-02 3.214686e-03
5.456919e-02 3.199535e-03
5.453966e-02 3.261639e-03
5.499853e-02 3.266410e-03
5.413862e-02 3.241904e-03
5.342208e-02 3.253120e-03
5.430864e-02 3.202860e-03
5.484386e-02 3.200193e-03
4.328582e-02 1.972669e-03
4.326244e-02 1.933840e-03
4.363664e-02 1.946549e-03
4.335744e-02 1.946920e-03
4.374108e-02 1.963251e-03
4.412349e-02 1.948784e-03
4.364148e-02 1.966654e-03
4.399412e-02 1.955818e-03
4.401787e-02 1.938332e-03
4.392193e-02 1.942584e-03
3.444420e-02 1.179430e-03
3.480541e-02 1.164360e-03
3.469024e-02 1.175821e-03
3.526178e-02 1.183531e-03
3.526488e-02 1.184229e-03
3.471006e-02 1.179652e-03
3.531710e-02 1.182972e-03
3.534463e-02 1.179905e-03
3.560648e-02 1.192574e-03
3.572297e-02 1.189261e-03
2.780821e-02 7.212606e-04
2.798116e-02 7.065549e-04
2.802523e-02 7.137583e-04
2.803923e-02 7.158960e-04
2.828687e-02 7.183819e-04
2.825132e-02 7.204511e-04
2.838464e-02 7.210420e-04
2.835765e-02 7.239449e-04
2.839504e-02 7.213317e-04
2.846866e-02 7.252961e-04
2.202554e-02 4.328192e-04
2.223199e-02 4.296676e-04
2.241391e-02 4.349112e-04
2.238345e-02 4.378893e-04
2.251947e-02 4.384205e-04
2.249885e-02 4.394515e-04
2.265130e-02 4.409493e-04
2.261317e-02 4.388631e-04
2.255723e-02 4.380657e-04
2.267170e-02 4.396989e-04
1.757244e-02 2.501465e-04
1.784016e-02 2.439672e-04
1.781598e-02 2.421599e-04
1.789790e-02 2.405061e-04
1.799695e-02 2.380408e-04
1.801707e-02 2.343151e-04
1.797936e-02 2.252235e-04
1.801176e-02 2.099922e-04
1.806498e-02 1.823716e-04
1.804077e-02 3.167279e-17
